title,original_language,genre_list,director_name,release_year,release_date,status,runtime_minutes,is_adult,budget_tier,runtime_bucket,language_group,language_name
A Letter to My Youth,id,Drama,Sim F.,2026,2026-01-29,Released,135,false,1. Micro (<$1M),3. 120-150 min,Non-English,Other
My Sister Eileen,en,"Comedy,Music,Romance",Richard Quine,1955,1955-09-22,Released,108,false,1. Micro (<$1M),2. 90-120 min,English,English
The Little Prince,en,"Adventure,Fantasy,Animation,Family",Mark Osborne,2015,2015-07-29,Released,106,false,3. Mid ($15-75M),2. 90-120 min,English,English
Český Honza,cs,Family,"",2007,2007-12-19,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Caught,en,"Horror,Science Fiction",Jamie Patterson,2018,2018-03-30,Released,86,false,1. Micro (<$1M),1. Under 90 min,English,English
Wheels,en,Drama,Paul Starkman,2018,2018-10-13,Released,80,false,1. Micro (<$1M),1. Under 90 min,English,English
Nora,eu,Drama,Lara Izagirre,2020,2020-09-03,Released,100,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
The Bridges of Madison County,en,"Drama,Romance",Clint Eastwood,1995,1995-06-02,Released,135,false,3. Mid ($15-75M),3. 120-150 min,English,English
Kiss Kiss Bang Bang,en,"Comedy,Thriller,Crime,Mystery",Shane Black,2005,2005-09-14,Released,102,false,3. Mid ($15-75M),2. 90-120 min,English,English
Hennessy,en,"Drama,Action,Thriller",Don Sharp,1975,1975-12-31,Released,103,false,1. Micro (<$1M),2. 90-120 min,English,English
Love Sonia,hi,Drama,Tabrez Noorani,2018,2018-09-14,Released,126,false,1. Micro (<$1M),3. 120-150 min,Non-English,Hindi
Lilo & Stitch,en,"Comedy,Science Fiction,Family",Dean Fleischer Camp,2025,2025-05-17,Released,108,false,4. High ($75-150M),2. 90-120 min,English,English
Rifle Ganj,hi,"Drama,Crime",Manoj Jha,2021,2021-04-15,Released,122,false,1. Micro (<$1M),3. 120-150 min,Non-English,Hindi
Secretary,en,"Drama,Comedy,Romance",Steven Shainberg,2002,2002-09-20,Released,111,false,2. Low ($1-15M),2. 90-120 min,English,English
Case Closed,en,"Action,Comedy,Crime,TV Movie",Dick Lowry,1988,1988-04-19,Released,93,false,1. Micro (<$1M),2. 90-120 min,English,English
Wild Men,da,"Drama,Comedy,Crime",Thomas Daneskov,2022,2022-02-03,Released,101,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Charlie,en,"Fantasy,Drama,Horror",Alec Ybarra,2022,2022-01-19,Released,93,false,1. Micro (<$1M),2. 90-120 min,English,English
Stay Out,en,Horror,Jeff Carroll,2022,2022-07-08,Released,69,false,1. Micro (<$1M),1. Under 90 min,English,English
The Big Fake,it,"Drama,Thriller,Crime",Stefano Lodovichi,2025,2025-10-19,Released,110,false,1. Micro (<$1M),2. 90-120 min,Non-English,Italian
Spy Kids 3-D: Game Over,en,"Adventure,Action,Comedy,Science Fiction,Family",Robert Rodriguez,2003,2003-07-25,Released,84,false,3. Mid ($15-75M),1. Under 90 min,English,English
Cougar Club,en,Comedy,Christopher Duddy,2007,2007-05-19,Released,93,false,1. Micro (<$1M),2. 90-120 min,English,English
The Vow,en,"Drama,Romance",Michael Sucsy,2012,2012-02-05,Released,104,false,3. Mid ($15-75M),2. 90-120 min,English,English
Fruitvale Station,en,Drama,Ryan Coogler,2013,2013-07-26,Released,82,false,1. Micro (<$1M),1. Under 90 min,English,English
Freefall,en,"Drama,TV Movie",Dominic Savage,2009,2009-07-13,Released,89,false,1. Micro (<$1M),1. Under 90 min,English,English
Parkland,en,"Drama,History",Peter Landesman,2013,2013-10-02,Released,94,false,2. Low ($1-15M),2. 90-120 min,English,English
Swindle,en,"Comedy,Crime,TV Movie",Jonathan Judge,2014,2014-03-22,Released,92,false,1. Micro (<$1M),2. 90-120 min,English,English
Only Me,en,"",Lupino Lane,1929,1929-01-21,Released,15,false,1. Micro (<$1M),1. Under 90 min,English,English
Grey Area,en,Drama,Monona Wali,1982,1982-06-01,Released,38,false,1. Micro (<$1M),1. Under 90 min,English,English
Three Steps Above Heaven,es,"Drama,Romance",Fernando González Molina,2010,2010-12-03,Released,122,false,1. Micro (<$1M),3. 120-150 min,Non-English,Spanish
Pyrates,en,"Drama,Comedy,Romance",Noah Stern,1991,1991-12-18,Released,91,false,1. Micro (<$1M),2. 90-120 min,English,English
Drawing Blood,en,"Horror,Comedy",Onur Tukel,1999,1999-01-01,Released,90,false,1. Micro (<$1M),2. 90-120 min,English,English
Play,en,"Fantasy,Drama",Anthony Minghella,2001,2001-07-14,Released,16,false,1. Micro (<$1M),1. Under 90 min,English,English
Bare,en,Drama,Natalia Leite,2015,2015-10-30,Released,91,false,1. Micro (<$1M),2. 90-120 min,English,English
Jurassic World: Fallen Kingdom,en,"Adventure,Action,Thriller,Science Fiction",J. A. Bayona,2018,2018-06-06,Released,129,false,5. Blockbuster ($150M+),3. 120-150 min,English,English
Happy Death Day 2U,en,"Horror,Comedy,Science Fiction",Christopher Landon,2019,2019-02-13,Released,100,false,2. Low ($1-15M),2. 90-120 min,English,English
Ada,en,Drama,Steven Kammerer,2019,2019-02-23,Released,18,false,1. Micro (<$1M),1. Under 90 min,English,English
Naruto the Movie: Ninja Clash in the Land of Snow,ja,"Adventure,Animation,Action,Comedy",Tensai Okamura,2004,2004-08-21,Released,82,false,1. Micro (<$1M),1. Under 90 min,Non-English,Japanese
Beloved,en,"Drama,Horror,Thriller,Mystery",Jonathan Demme,1998,1998-10-16,Released,172,false,4. High ($75-150M),4. 150-180 min,English,English
Hunger,da,Drama,Henning Carlsen,1966,1966-08-19,Released,112,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Little Love,en,"Drama,Romance",Quentin Lee,2010,2010-04-13,Released,10,false,1. Micro (<$1M),1. Under 90 min,English,English
Big Jack,en,"Adventure,Western",Richard Thorpe,1949,1949-04-12,Released,85,false,1. Micro (<$1M),1. Under 90 min,English,English
Monkey Man,en,"Action,Thriller",Dev Patel,2024,2024-04-03,Released,122,false,2. Low ($1-15M),3. 120-150 min,English,English
The Platform,es,"Drama,Thriller,Science Fiction",Galder Gaztelu-Urrutia,2019,2019-11-08,Released,95,false,2. Low ($1-15M),2. 90-120 min,Non-English,Spanish
Bob & Dale,en,"",David Rosfeld,2019,2019-06-20,Released,14,false,1. Micro (<$1M),1. Under 90 min,English,English
15 Ways to Kill Your Neighbour,fr,Comedy,Santiago Mitre,2022,2022-06-08,Released,98,false,1. Micro (<$1M),2. 90-120 min,Non-English,French
Black Silk,en,"Drama,Crime",Patrick Michael,2023,2023-02-14,Released,16,false,1. Micro (<$1M),1. Under 90 min,English,English
The Aristocats,en,"Adventure,Animation,Comedy,Family",Wolfgang Reitherman,1970,1970-12-24,Released,78,false,2. Low ($1-15M),1. Under 90 min,English,English
The Killers,en,"Crime,Mystery",Don Siegel,1964,1964-07-07,Released,93,false,1. Micro (<$1M),2. 90-120 min,English,English
Kong: Skull Island,en,"Adventure,Fantasy,Action",Jordan Vogt-Roberts,2017,2017-03-08,Released,118,false,5. Blockbuster ($150M+),2. 90-120 min,English,English
Bangla,it,"Drama,Comedy",Phaim Bhuiyan,2019,2019-05-16,Released,84,false,1. Micro (<$1M),1. Under 90 min,Non-English,Italian
Vladimir,es,Thriller,Martín Riwnyj,2024,2024-04-11,Released,71,false,1. Micro (<$1M),1. Under 90 min,Non-English,Spanish
Amok,fr,Animation,Luce Douillon,2024,2024-05-03,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,French
Suburbs,es,Drama,Mario Camus,1996,1996-08-08,Released,95,false,1. Micro (<$1M),2. 90-120 min,Non-English,Spanish
Goose,en,Documentary,Kevin Shaw,2012,2012-02-26,Released,50,false,1. Micro (<$1M),1. Under 90 min,English,English
Veronica,es,Horror,Paco Plaza,2017,2017-08-25,Released,105,false,1. Micro (<$1M),2. 90-120 min,Non-English,Spanish
Larceny,en,"Action,Thriller",R. Ellis Frazier,2017,2017-03-09,Released,87,false,1. Micro (<$1M),1. Under 90 min,English,English
4x4,es,Thriller,Mariano Cohn,2019,2019-04-04,Released,87,false,2. Low ($1-15M),1. Under 90 min,Non-English,Spanish
Real Love,en,"Comedy,Romance,TV Movie",Camrus Johnson,2023,2023-06-10,Released,88,false,1. Micro (<$1M),1. Under 90 min,English,English
Notting Hill,en,"Comedy,Romance",Roger Michell,1999,1999-05-21,Released,124,false,3. Mid ($15-75M),3. 120-150 min,English,English
Jersey Girl,en,"Drama,Comedy,Romance",Kevin Smith,2004,2004-03-25,Released,102,false,3. Mid ($15-75M),2. 90-120 min,English,English
Enemy of the State,en,"Drama,Action,Thriller",Tony Scott,1998,1998-11-20,Released,132,false,4. High ($75-150M),3. 120-150 min,English,English
The Ballad of Cable Hogue,en,"Action,Comedy,Western",Sam Peckinpah,1970,1970-03-18,Released,121,false,2. Low ($1-15M),3. 120-150 min,English,English
Cracks in the Shell,de,Drama,Christian Schwochow,2012,2012-02-09,Released,113,false,1. Micro (<$1M),2. 90-120 min,Non-English,German
Terrified,en,"Horror,Thriller,Mystery",James Merendino,1995,1995-01-13,Released,85,false,1. Micro (<$1M),1. Under 90 min,English,English
The Resistance Fighter,pl,"Action,History,War",Władysław Pasikowski,2019,2019-03-15,Released,114,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Rumble,en,"Animation,Family",Hamish Grieve,2021,2021-02-12,Released,95,false,1. Micro (<$1M),2. 90-120 min,English,English
The Tender Bar,en,Drama,George Clooney,2021,2021-12-17,Released,104,false,1. Micro (<$1M),2. 90-120 min,English,English
Sight,en,"Drama,History",Andrew Hyatt,2024,2024-05-24,Released,103,false,2. Low ($1-15M),2. 90-120 min,English,English
3:10 to Yuma,en,Western,James Mangold,2007,2007-09-06,Released,122,false,3. Mid ($15-75M),3. 120-150 min,English,English
Dragon Ball Z: Wrath of the Dragon,ja,"Animation,Action,Science Fiction",Mitsuo Hashimoto,1995,1995-07-15,Released,51,false,1. Micro (<$1M),1. Under 90 min,Non-English,Japanese
Space-Time Traveler - Time Stranger,ja,"Adventure,Animation,Science Fiction,Romance",Mori Masaki,1986,1986-12-20,Released,91,false,1. Micro (<$1M),2. 90-120 min,Non-English,Japanese
Impávido,es,"Comedy,Crime",Carlos Therón,2012,2012-07-27,Released,95,false,1. Micro (<$1M),2. 90-120 min,Non-English,Spanish
Sonjas Jul,da,"Drama,Family",Jytte Hauch-Fausbøll,1969,1969-12-10,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
The Longest Ride,en,"Drama,Romance",George Tillman Jr.,2015,2015-04-09,Released,128,false,3. Mid ($15-75M),3. 120-150 min,English,English
Nirmala Convent,te,Romance,G. Naga Koteswara Rao,2016,2016-09-16,Released,144,false,1. Micro (<$1M),3. 120-150 min,Non-English,Other
Artificial Svensson,sv,Comedy,Gustaf Edgren,1929,1929-10-14,Released,81,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Greyhounds,en,"Comedy,Crime,TV Movie",Kim Manners,1994,1994-06-24,Released,92,false,1. Micro (<$1M),2. 90-120 min,English,English
Unroyal,en,Drama,Moses Inwang,2020,2020-03-20,Released,97,false,1. Micro (<$1M),2. 90-120 min,English,English
Sniper: The White Raven,uk,"Drama,Action,War",Marian Bushan,2022,2022-05-03,Released,120,false,2. Low ($1-15M),3. 120-150 min,Non-English,Other
Elmacı Kadın,tr,"",Feyzi Tuna,1971,1971-01-01,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Binary,en,"Drama,Horror,TV Movie",David-Jan Bronsgeest,2024,2024-01-25,Released,45,false,1. Micro (<$1M),1. Under 90 min,English,English
Pickpocket,fr,"Drama,Crime",Robert Bresson,1959,1959-12-16,Released,75,false,1. Micro (<$1M),1. Under 90 min,Non-English,French
Lascivia,es,"",Jesús Franco,2007,2007-01-01,Released,85,false,1. Micro (<$1M),1. Under 90 min,Non-English,Spanish
Total vereist,de,"Drama,Comedy",Hans Noever,1981,1981-03-06,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,German
Wrong Turn,en,"Horror,Thriller",Mike P. Nelson,2021,2021-01-26,Released,110,false,1. Micro (<$1M),2. 90-120 min,English,English
Liz,en,History,Adam Leon,"","",Planned,0,false,1. Micro (<$1M),1. Under 90 min,English,English
Strays,en,"Adventure,Comedy",Josh Greenbaum,2023,2023-08-17,Released,93,false,3. Mid ($15-75M),2. 90-120 min,English,English
Late Shift,de,Drama,Petra Biondina Volpe,2025,2025-02-27,Released,92,false,2. Low ($1-15M),2. 90-120 min,Non-English,German
Sound,en,"Horror,Science Fiction,TV Movie",Biagio Proietti,1988,1988-12-31,Released,100,false,1. Micro (<$1M),2. 90-120 min,English,English
American History X,en,Drama,Tony Kaye,1998,1998-07-01,Released,119,false,3. Mid ($15-75M),2. 90-120 min,English,English
Big Fan,en,"Drama,Comedy",Robert D. Siegel,2009,2009-02-07,Released,91,false,1. Micro (<$1M),2. 90-120 min,English,English
Vampires Suck,en,"Fantasy,Comedy",Aaron Seltzer,2010,2010-08-18,Released,82,false,3. Mid ($15-75M),1. Under 90 min,English,English
Project X,en,Comedy,Nima Nourizadeh,2012,2012-03-01,Released,88,false,2. Low ($1-15M),1. Under 90 min,English,English
Ratz,en,"Fantasy,Comedy,Science Fiction,Family,TV Movie",Thom Eberhardt,2000,2000-06-09,Released,95,false,1. Micro (<$1M),2. 90-120 min,English,English
Virunga,en,"Documentary,War",Orlando von Einsiedel,2014,2014-11-07,Released,100,false,1. Micro (<$1M),2. 90-120 min,English,English
Low Tide,sh,War,Vladimir Pavlovich,1969,1969-04-22,Released,97,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
7 vidas,es,"Comedy,Science Fiction,Mystery",Alejo Rébora,2025,2025-06-12,Released,80,false,1. Micro (<$1M),1. Under 90 min,Non-English,Spanish
Family Feud,en,Music,Ava DuVernay,2018,2018-01-04,Released,8,false,1. Micro (<$1M),1. Under 90 min,English,English
Color of Night,en,"Thriller,Mystery,Romance",Richard Rush,1994,1994-08-19,Released,121,false,3. Mid ($15-75M),3. 120-150 min,English,English
Enter the Dragon,en,Action,Robert Clouse,1973,1973-08-17,Released,102,false,1. Micro (<$1M),2. 90-120 min,English,English
The Adventures of Tintin,en,"Adventure,Animation,Mystery",Steven Spielberg,2011,2011-10-24,Released,107,false,4. High ($75-150M),2. 90-120 min,English,English
American Cuisine,fr,Comedy,Jean-Yves Pitoun,1998,1998-10-21,Released,95,false,1. Micro (<$1M),2. 90-120 min,Non-English,French
Go Figure,en,"Drama,Comedy,Family,TV Movie",Francine McDougall,2005,2005-06-10,Released,88,false,1. Micro (<$1M),1. Under 90 min,English,English
Kisapmata,tl,"Drama,Thriller,Crime",Mike de Leon,1981,1981-12-01,Released,99,false,1. Micro (<$1M),2. 90-120 min,Non-English,Tagalog
Snowden,en,"Drama,History,Thriller,Crime",Oliver Stone,2016,2016-09-15,Released,135,false,3. Mid ($15-75M),3. 120-150 min,English,English
Single,id,"Drama,Comedy,Romance",Raditya Dika,2015,2015-12-17,Released,127,false,1. Micro (<$1M),3. 120-150 min,Non-English,Other
Kubo,sk,"Drama,Comedy,TV Movie",Martin Ťapák,1965,1965-01-01,Released,71,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Revenge Girl,ja,"Action,Comedy,Romance",Koichiro Miki,2017,2017-12-23,Released,110,false,1. Micro (<$1M),2. 90-120 min,Non-English,Japanese
Women Talking,en,Drama,Sarah Polley,2022,2022-12-23,Released,104,false,3. Mid ($15-75M),2. 90-120 min,English,English
Murderbot,en,"Horror,Science Fiction",Jim Wynorski,2023,2023-03-31,Released,46,false,1. Micro (<$1M),1. Under 90 min,English,English
Serenade,en,"Animation,Music",Kyle Balda,2012,2012-08-07,Released,3,false,1. Micro (<$1M),1. Under 90 min,English,English
The Christmas Family,da,"Comedy,Family",Carsten Rudolf,2014,2014-11-20,Released,90,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Insatiable,en,"Horror,Thriller",Jessie Kirby,2008,2008-08-02,Released,90,false,1. Micro (<$1M),2. 90-120 min,English,English
"Sorry, Baby",en,"Drama,Comedy",Eva Victor,2025,2025-06-27,Released,104,false,2. Low ($1-15M),2. 90-120 min,English,English
Jurassic Park,en,"Adventure,Science Fiction",Steven Spielberg,1993,1993-06-11,Released,127,false,3. Mid ($15-75M),3. 120-150 min,English,English
Naina,hi,"Horror,Mystery",Shripal Morakhia,2005,2005-05-20,Released,103,false,1. Micro (<$1M),2. 90-120 min,Non-English,Hindi
Freedom,fr,Drama,Tony Gatlif,2009,2009-08-01,Released,111,false,1. Micro (<$1M),2. 90-120 min,Non-English,French
Exeter,en,"Horror,Thriller",Marcus Nispel,2015,2015-01-16,Released,91,false,1. Micro (<$1M),2. 90-120 min,English,English
Maracaibo,en,Drama,Cornel Wilde,1958,1958-05-21,Released,88,false,1. Micro (<$1M),1. Under 90 min,English,English
Trainwreck,en,"Comedy,Romance",Judd Apatow,2015,2015-07-17,Released,125,false,3. Mid ($15-75M),3. 120-150 min,English,English
Bokeh,en,"Drama,Thriller,Science Fiction",Andrew Sullivan,2017,2017-03-24,Released,104,false,1. Micro (<$1M),2. 90-120 min,English,English
Premam,ml,"Comedy,Romance",Alphonse Puthren,2015,2015-05-29,Released,157,false,1. Micro (<$1M),4. 150-180 min,Non-English,Other
Killer Love,en,Horror,Lloyd A. Simandl,2002,2002-05-11,Released,90,false,1. Micro (<$1M),2. 90-120 min,English,English
Horizon,ar,Drama,Zain Duraie,2013,2013-06-22,Released,18,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Alma,es,Drama,Lorraine Jones Medina,2021,2021-01-01,Released,15,false,1. Micro (<$1M),1. Under 90 min,Non-English,Spanish
Placés,fr,"Drama,Comedy",Nessim Chikhaoui,2022,2022-01-12,Released,107,false,1. Micro (<$1M),2. 90-120 min,Non-English,French
Burning Betrayal,pt,"Drama,Mystery,Romance",Diego Freitas,2023,2023-10-25,Released,99,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
When the Light Breaks,is,Drama,Rúnar Rúnarsson,2024,2024-10-17,Released,80,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Sad Jokes,de,"Drama,Comedy",Fabian Stumm,2024,2024-09-12,Released,96,false,1. Micro (<$1M),2. 90-120 min,Non-English,German
The Carpenter's Son,en,Horror,Lotfy Nathan,2025,2025-11-13,Released,94,false,2. Low ($1-15M),2. 90-120 min,English,English
Skyscraper Live,en,"Adventure,Documentary",Joe DeMaio,2026,2026-01-24,Released,117,false,1. Micro (<$1M),2. 90-120 min,English,English
Slither,en,"Horror,Comedy,Science Fiction",James Gunn,2006,2006-03-31,Released,96,false,3. Mid ($15-75M),2. 90-120 min,English,English
The Rock,en,"Adventure,Action,Thriller",Michael Bay,1996,1996-06-07,Released,137,false,4. High ($75-150M),3. 120-150 min,English,English
Mother Song,de,"Drama,Music",Carmine Gallone,1937,1937-12-21,Released,94,false,1. Micro (<$1M),2. 90-120 min,Non-English,German
Clippety Clobbered,en,Animation,Rudy Larriva,1966,1966-03-11,Released,6,false,1. Micro (<$1M),1. Under 90 min,English,English
Sound of Metal,en,"Drama,Music",Darius Marder,2020,2020-11-20,Released,121,false,1. Micro (<$1M),3. 120-150 min,English,English
Sonic the Hedgehog 3,en,"Action,Comedy,Science Fiction,Family",Jeff Fowler,2024,2024-12-19,Released,110,false,4. High ($75-150M),2. 90-120 min,English,English
Werewolves,en,"Horror,Action,Thriller,Science Fiction",Steven C. Miller,2024,2024-12-04,Released,93,false,1. Micro (<$1M),2. 90-120 min,English,English
Distance,en,Drama,Stephen Emirzian,"","",Post Production,0,false,1. Micro (<$1M),1. Under 90 min,English,English
The Wrong Track,no,"Drama,Comedy",Hallvar Witzø,2025,2025-02-27,Released,94,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Back to the Future,en,"Adventure,Comedy,Science Fiction",Robert Zemeckis,1985,1985-07-03,Released,116,false,3. Mid ($15-75M),2. 90-120 min,English,English
Donnie Darko,en,"Fantasy,Drama,Mystery",Richard Kelly,2001,2001-01-19,Released,114,false,2. Low ($1-15M),2. 90-120 min,English,English
Back to the Future Part II,en,"Adventure,Comedy,Science Fiction",Robert Zemeckis,1989,1989-11-22,Released,108,false,3. Mid ($15-75M),2. 90-120 min,English,English
Chromophobia,en,"Drama,Thriller",Martha Fiennes,2006,2006-05-10,Released,136,false,2. Low ($1-15M),3. 120-150 min,English,English
Dollybirds,hu,"Comedy,Music",Péter Tímár,1997,1997-02-20,Released,100,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
One Love,en,"Drama,Romance",Don Letts,2003,2003-05-18,Released,100,false,1. Micro (<$1M),2. 90-120 min,English,English
Original Intent,en,Drama,Robert Marcarelli,1992,1992-05-13,Released,97,false,1. Micro (<$1M),2. 90-120 min,English,English
Haunted Mansion,en,"Fantasy,Drama,Comedy",Justin Simien,2023,2023-07-26,Released,123,false,5. Blockbuster ($150M+),3. 120-150 min,English,English
