genre_name,release_year,original_language,director_name,budget_tier,runtime_bucket
Action,2003,en,Mark Illsley,2. Low ($1-15M),1. Under 90 min
Horror,2009,en,Faye Jackson,1. Micro (<$1M),2. 90-120 min
Family,1996,nb,Tove Cecilie Sverdrup,1. Micro (<$1M),1. Under 90 min
Thriller,2022,en,James Cullen Bressack,1. Micro (<$1M),2. 90-120 min
Romance,2022,tl,Brillante Mendoza,1. Micro (<$1M),2. 90-120 min
Action,2004,en,Sam Raimi,5. Blockbuster ($150M+),3. 120-150 min
Horror,1987,en,Clive Barker,2. Low ($1-15M),2. 90-120 min
Adventure,2010,en,David Slade,3. Mid ($15-75M),3. 120-150 min
Thriller,2014,en,Denis Villeneuve,1. Micro (<$1M),2. 90-120 min
Drama,2017,da,Max Kestner,1. Micro (<$1M),1. Under 90 min
Horror,2023,en,Lee Cronin,3. Mid ($15-75M),2. 90-120 min
Drama,2020,hi,Pushkar Sunil Mahabal,1. Micro (<$1M),3. 120-150 min
Fantasy,2025,id,Yandy Laurens,1. Micro (<$1M),2. 90-120 min
Mystery,2006,no,Roar Uthaug,1. Micro (<$1M),2. 90-120 min
Action,2001,en,Steven Rush,1. Micro (<$1M),2. 90-120 min
Drama,1996,en,Deborah Dalton,1. Micro (<$1M),2. 90-120 min
Thriller,2019,en,Miles Joris-Peyrafitte,1. Micro (<$1M),2. 90-120 min
Action,2022,en,Noah Luke,1. Micro (<$1M),2. 90-120 min
Action,2023,en,Brian Tang,1. Micro (<$1M),1. Under 90 min
Thriller,1968,en,Roman Polanski,2. Low ($1-15M),3. 120-150 min
Comedy,1989,en,Stephen Herek,2. Low ($1-15M),2. 90-120 min
Fantasy,2007,en,Kevin Lima,4. High ($75-150M),2. 90-120 min
Comedy,1992,en,Beeban Kidron,1. Micro (<$1M),2. 90-120 min
Drama,2025,en,Joel Souza,1. Micro (<$1M),3. 120-150 min
Drama,1971,pl,Krzysztof Zanussi,1. Micro (<$1M),1. Under 90 min
Romance,1993,en,Nora Ephron,3. Mid ($15-75M),2. 90-120 min
Drama,2005,en,Shonali Bose,1. Micro (<$1M),2. 90-120 min
Romance,1996,en,Peter Werner,1. Micro (<$1M),1. Under 90 min
Horror,2025,en,Chris Riggi,1. Micro (<$1M),1. Under 90 min
Drama,2004,es,Pablo Stoll,1. Micro (<$1M),2. 90-120 min
Action,2011,en,Michel Gondry,4. High ($75-150M),2. 90-120 min
Drama,1983,en,Paul Nicholas,2. Low ($1-15M),2. 90-120 min
Fantasy,2019,ja,Cheng Pao-Pin,1. Micro (<$1M),2. 90-120 min
Horror,2020,en,Maggie Levin,1. Micro (<$1M),1. Under 90 min
Thriller,2025,en,Jeff Fisher,1. Micro (<$1M),1. Under 90 min
Crime,1999,en,Troy Duffy,2. Low ($1-15M),2. 90-120 min
Thriller,1972,zh,Lo Wei,1. Micro (<$1M),2. 90-120 min
Animation,1993,ja,Shigeyasu Yamauchi,1. Micro (<$1M),1. Under 90 min
Action,2011,fr,Julien Leclercq,1. Micro (<$1M),1. Under 90 min
Comedy,2018,en,Paul Feig,3. Mid ($15-75M),2. 90-120 min
Crime,2000,en,Henry Bromell,2. Low ($1-15M),1. Under 90 min
Science Fiction,2019,en,Tim Miller,5. Blockbuster ($150M+),3. 120-150 min
Adventure,2018,en,Christopher McQuarrie,5. Blockbuster ($150M+),3. 120-150 min
Comedy,2006,en,Christopher Smith,1. Micro (<$1M),2. 90-120 min
Fantasy,2008,en,Steve Martino,4. High ($75-150M),1. Under 90 min
Drama,2011,en,Tomas Alfredson,3. Mid ($15-75M),3. 120-150 min
Mystery,2001,en,Jay Lowi,1. Micro (<$1M),2. 90-120 min
Comedy,2014,en,Lowell Dean,1. Micro (<$1M),1. Under 90 min
Fantasy,1999,ko,Kwak Kyung-taek,1. Micro (<$1M),2. 90-120 min
TV Movie,1986,en,Oz Scott,1. Micro (<$1M),1. Under 90 min
Comedy,2011,id,Aria Kusumadewa,1. Micro (<$1M),2. 90-120 min
Drama,2019,en,David Marmor,1. Micro (<$1M),2. 90-120 min
Drama,2022,it,Dario Argento,1. Micro (<$1M),1. Under 90 min
Family,2026,en,Januel Mercado,1. Micro (<$1M),1. Under 90 min
Adventure,2011,en,Guy Ritchie,4. High ($75-150M),3. 120-150 min
Horror,2014,en,"",1. Micro (<$1M),1. Under 90 min
Crime,2023,en,Louis Leterrier,5. Blockbuster ($150M+),3. 120-150 min
Action,2018,en,Travis Knight,4. High ($75-150M),2. 90-120 min
Music,2024,fr,Grand Corps Malade,3. Mid ($15-75M),3. 120-150 min
Drama,1968,en,Franklin J. Schaffner,2. Low ($1-15M),2. 90-120 min
History,2022,de,Edward Berger,3. Mid ($15-75M),3. 120-150 min
Horror,2017,id,Joko Anwar,1. Micro (<$1M),2. 90-120 min
Romance,2019,en,Martín Rosete,1. Micro (<$1M),1. Under 90 min
Thriller,1998,en,Ralph E. Portillo,1. Micro (<$1M),2. 90-120 min
Comedy,2011,fr,Lars Blumers,1. Micro (<$1M),1. Under 90 min
Crime,1972,en,Barry Pollack,1. Micro (<$1M),2. 90-120 min
Crime,2013,en,Sofia Coppola,3. Mid ($15-75M),2. 90-120 min
Adventure,2016,en,Tim Miller,3. Mid ($15-75M),2. 90-120 min
Drama,2017,en,Craig Gillespie,2. Low ($1-15M),3. 120-150 min
Horror,2019,en,Adam Robitel,2. Low ($1-15M),2. 90-120 min
Animation,2019,en,Tim Johnson,1. Micro (<$1M),1. Under 90 min
Mystery,2021,pl,Piotr Domalewski,1. Micro (<$1M),2. 90-120 min
Romance,2022,fr,Lauriane Escaffre,1. Micro (<$1M),2. 90-120 min
Comedy,2026,en,Kat Coiro,1. Micro (<$1M),1. Under 90 min
Romance,2000,zh,Ang Lee,3. Mid ($15-75M),3. 120-150 min
Family,2000,en,Peter Lord,3. Mid ($15-75M),1. Under 90 min
Drama,2010,en,Martin Campbell,4. High ($75-150M),2. 90-120 min
Comedy,2011,en,Dennis Dugan,4. High ($75-150M),2. 90-120 min
TV Movie,2000,en,JoBeth Williams,1. Micro (<$1M),2. 90-120 min
Action,1942,en,Seymour Kneitel,1. Micro (<$1M),1. Under 90 min
Drama,2014,en,Michaël R. Roskam,2. Low ($1-15M),2. 90-120 min
Horror,2013,en,Jon Keeyes,1. Micro (<$1M),2. 90-120 min
History,1984,sq,Piro Milkani,1. Micro (<$1M),2. 90-120 min
Horror,2024,fr,David Moreau,1. Micro (<$1M),1. Under 90 min
Fantasy,2025,eu,Paul Urkijo Alijo,1. Micro (<$1M),2. 90-120 min
Horror,2008,en,David Moreau,2. Low ($1-15M),2. 90-120 min
Thriller,1985,en,Jonathan Lynn,3. Mid ($15-75M),2. 90-120 min
Drama,1983,pt,Bruno Barreto,1. Micro (<$1M),2. 90-120 min
Drama,2013,en,Spike Lee,3. Mid ($15-75M),2. 90-120 min
Drama,2019,en,Christoph Waltz,1. Micro (<$1M),2. 90-120 min
Comedy,2018,en,Jonah Hill,2. Low ($1-15M),1. Under 90 min
TV Movie,2017,en,Douglas Mitchell,1. Micro (<$1M),2. 90-120 min
Animation,2022,en,Paul Terry,1. Micro (<$1M),1. Under 90 min
Action,2025,en,Matt Shapira,1. Micro (<$1M),1. Under 90 min
Drama,2025,en,Siri Rødnes,1. Micro (<$1M),2. 90-120 min
Adventure,1969,en,George Roy Hill,2. Low ($1-15M),2. 90-120 min
Fantasy,2007,en,Chris Weitz,5. Blockbuster ($150M+),2. 90-120 min
Comedy,2003,en,Michael Bay,4. High ($75-150M),3. 120-150 min
Comedy,1986,en,Bill Sherwood,1. Micro (<$1M),2. 90-120 min
Drama,2001,fr,Catherine Breillat,1. Micro (<$1M),1. Under 90 min
Drama,1975,en,Ray Marsh,1. Micro (<$1M),2. 90-120 min
Action,1973,ja,Minoru Yamada,1. Micro (<$1M),1. Under 90 min
Thriller,2016,en,Jaume Collet-Serra,3. Mid ($15-75M),1. Under 90 min
Crime,2024,en,Bruce Del Castillo,1. Micro (<$1M),2. 90-120 min
Comedy,1999,en,Jim Fall,1. Micro (<$1M),1. Under 90 min
Thriller,2004,en,Roger Michell,1. Micro (<$1M),2. 90-120 min
Romance,2004,en,Mark Milgard,1. Micro (<$1M),2. 90-120 min
Horror,1998,en,Stephen Norrington,3. Mid ($15-75M),3. 120-150 min
Family,2011,en,Tim Hill,3. Mid ($15-75M),2. 90-120 min
Action,2013,en,Robert Rodriguez,3. Mid ($15-75M),2. 90-120 min
Family,2013,en,Jeffrey Hornaday,2. Low ($1-15M),2. 90-120 min
Drama,2003,tl,"",1. Micro (<$1M),1. Under 90 min
Drama,2025,en,Derek Barnes,1. Micro (<$1M),2. 90-120 min
Action,2025,en,Luke Greenfield,1. Micro (<$1M),2. 90-120 min
Comedy,2005,en,Steve Carr,3. Mid ($15-75M),1. Under 90 min
Comedy,2004,en,Gary Winick,3. Mid ($15-75M),2. 90-120 min
Drama,1989,en,David Hugh Jones,1. Micro (<$1M),2. 90-120 min
Adventure,1973,en,Don Taylor,1. Micro (<$1M),2. 90-120 min
Comedy,2023,en,Ihtzi Hurtado,1. Micro (<$1M),2. 90-120 min
Fantasy,1997,ja,Hayao Miyazaki,3. Mid ($15-75M),3. 120-150 min
Action,2003,en,Jonathan Mostow,5. Blockbuster ($150M+),2. 90-120 min
Drama,2003,en,Bernardo Bertolucci,3. Mid ($15-75M),2. 90-120 min
Music,1975,en,Ken Russell,2. Low ($1-15M),2. 90-120 min
Romance,2002,en,Steven Soderbergh,2. Low ($1-15M),2. 90-120 min
Action,1981,en,George A. Romero,2. Low ($1-15M),3. 120-150 min
Drama,1989,it,Villi Hermann,1. Micro (<$1M),1. Under 90 min
Thriller,2020,en,Tom Shell,1. Micro (<$1M),2. 90-120 min
Drama,2025,en,Lawrence Fowler,1. Micro (<$1M),2. 90-120 min
Comedy,2007,en,David Silverman,4. High ($75-150M),1. Under 90 min
Thriller,2006,en,Darren Lynn Bousman,2. Low ($1-15M),2. 90-120 min
War,1989,en,Edward Zwick,3. Mid ($15-75M),3. 120-150 min
TV Movie,1970,it,Federico Fellini,1. Micro (<$1M),2. 90-120 min
Comedy,2011,en,Mark Waters,3. Mid ($15-75M),2. 90-120 min
Romance,2018,en,Greg Berlanti,3. Mid ($15-75M),2. 90-120 min
Romance,1999,cs,Dan Krameš,1. Micro (<$1M),1. Under 90 min
Drama,2007,ja,Osamu Dezaki,1. Micro (<$1M),2. 90-120 min
Action,2014,ml,Syamdhar,1. Micro (<$1M),3. 120-150 min
Action,2018,en,Stefano Sollima,3. Mid ($15-75M),3. 120-150 min
Drama,2024,en,James Mangold,3. Mid ($15-75M),3. 120-150 min
Horror,2022,en,L. Gustavo Cooper,1. Micro (<$1M),2. 90-120 min
War,2024,ta,Rajkumar Periasamy,2. Low ($1-15M),4. 150-180 min
Drama,2022,en,Noga Pnueli,1. Micro (<$1M),1. Under 90 min
Drama,1983,en,Francis Ford Coppola,2. Low ($1-15M),2. 90-120 min
Comedy,1954,da,Jon Iversen,1. Micro (<$1M),2. 90-120 min
Animation,2012,en,Tim Burton,3. Mid ($15-75M),1. Under 90 min
Music,1978,en,Norman Lloyd,1. Micro (<$1M),2. 90-120 min
Crime,2023,es,Carlos Carrera,1. Micro (<$1M),2. 90-120 min
Crime,2023,en,Scott Hillman,1. Micro (<$1M),1. Under 90 min
Comedy,2017,fr,Blandine Lenoir,1. Micro (<$1M),1. Under 90 min
Science Fiction,2025,en,Andrew Zuchero,2. Low ($1-15M),2. 90-120 min
Drama,2023,fr,Guy Édoin,1. Micro (<$1M),2. 90-120 min
Adventure,2000,en,Joel Coen,3. Mid ($15-75M),2. 90-120 min
Fantasy,2012,en,Bill Condon,4. High ($75-150M),2. 90-120 min
Drama,2012,fr,François Ozon,1. Micro (<$1M),2. 90-120 min
Thriller,2013,en,Karl Mueller,1. Micro (<$1M),2. 90-120 min
Thriller,2018,ja,Hirokazu Kore-eda,1. Micro (<$1M),3. 120-150 min
Science Fiction,2018,ko,Park Hoon-jung,2. Low ($1-15M),3. 120-150 min
Comedy,2025,fr,David Charhon,2. Low ($1-15M),2. 90-120 min
Thriller,2025,id,Awi Suryadi,1. Micro (<$1M),3. 120-150 min
Comedy,1998,en,Brett Ratner,3. Mid ($15-75M),2. 90-120 min
Comedy,2006,en,Wayne Wang,3. Mid ($15-75M),2. 90-120 min
Drama,2009,en,Duncan Jones,2. Low ($1-15M),2. 90-120 min
Drama,2014,fr,Lisa Azuelos,1. Micro (<$1M),1. Under 90 min
Adventure,2022,en,Kyle Balda,4. High ($75-150M),1. Under 90 min
Comedy,2025,hi,R. S. Prasanna,1. Micro (<$1M),4. 150-180 min
Romance,2004,en,Jay Roach,4. High ($75-150M),2. 90-120 min
Drama,2015,fr,Benjamin Rocher,1. Micro (<$1M),2. 90-120 min
Family,2020,fr,Guillaume Ivernel,1. Micro (<$1M),2. 90-120 min
Horror,2022,en,Zach Cregger,2. Low ($1-15M),2. 90-120 min
Drama,2023,en,Nate Dushku,1. Micro (<$1M),1. Under 90 min
Fantasy,2024,ja,Kazuaki Imai,1. Micro (<$1M),2. 90-120 min
Comedy,2002,en,Stephen Herek,3. Mid ($15-75M),2. 90-120 min
Thriller,2010,en,David Hoyle,1. Micro (<$1M),2. 90-120 min
Thriller,2016,en,Nicholas DiBella,1. Micro (<$1M),2. 90-120 min
Action,2021,en,Adam Wingard,5. Blockbuster ($150M+),2. 90-120 min
Fantasy,1939,en,Victor Fleming,2. Low ($1-15M),2. 90-120 min
Comedy,1999,en,Jake Scott,1. Micro (<$1M),2. 90-120 min
Adventure,2018,en,Roar Uthaug,4. High ($75-150M),2. 90-120 min
Romance,1990,en,Armondo Linus Acosta,1. Micro (<$1M),3. 120-150 min
Fantasy,2013,en,Stev Elam,1. Micro (<$1M),1. Under 90 min
Horror,2026,en,Matthew McManus,1. Micro (<$1M),2. 90-120 min
Thriller,2001,en,Steven Soderbergh,4. High ($75-150M),2. 90-120 min
Horror,1997,en,Taylor Hackford,3. Mid ($15-75M),3. 120-150 min
Thriller,2006,en,Corey Yuen,3. Mid ($15-75M),1. Under 90 min
Comedy,2011,te,Dasaradh,1. Micro (<$1M),3. 120-150 min
Action,2011,en,Roel Reiné,1. Micro (<$1M),2. 90-120 min
Crime,2018,en,Elijah Bynum,1. Micro (<$1M),2. 90-120 min
Horror,2018,en,Gareth Evans,1. Micro (<$1M),3. 120-150 min
Family,2021,te,Gowri Ronanki,1. Micro (<$1M),3. 120-150 min
Fantasy,2025,zh,Shui Yu,1. Micro (<$1M),2. 90-120 min
Crime,1999,en,John McTiernan,3. Mid ($15-75M),2. 90-120 min
Action,1990,en,Tony Scott,3. Mid ($15-75M),2. 90-120 min
Comedy,1991,en,Jim Abrahams,3. Mid ($15-75M),1. Under 90 min
Family,2004,en,Mark A.Z. Dippé,1. Micro (<$1M),1. Under 90 min
TV Movie,2015,fi,Aki Kaurismäki,1. Micro (<$1M),1. Under 90 min
Drama,1975,sh,Midhat Mutapdžić,1. Micro (<$1M),2. 90-120 min
Adventure,2020,en,Chris Sanders,4. High ($75-150M),2. 90-120 min
Action,2021,en,Matthias Schweighöfer,3. Mid ($15-75M),3. 120-150 min
Fantasy,2026,en,Michael Jelenic,1. Micro (<$1M),1. Under 90 min
Drama,1996,en,Baz Luhrmann,2. Low ($1-15M),3. 120-150 min
Action,1981,en,George Miller,2. Low ($1-15M),2. 90-120 min
Family,2016,en,James Bobin,5. Blockbuster ($150M+),2. 90-120 min
Drama,2015,fr,Samuel Benchetrit,1. Micro (<$1M),2. 90-120 min
Thriller,2016,en,Padraig Reynolds,1. Micro (<$1M),1. Under 90 min
History,1960,en,Stanley Kubrick,2. Low ($1-15M),5. 180+ min
Animation,1949,en,Tex Avery,1. Micro (<$1M),1. Under 90 min
Drama,2013,en,Peter Berg,3. Mid ($15-75M),3. 120-150 min
Drama,1986,tr,Kartal Tibet,1. Micro (<$1M),2. 90-120 min
Western,2015,en,Quentin Tarantino,3. Mid ($15-75M),5. 180+ min
TV Movie,1972,sh,Joakim Marušić,1. Micro (<$1M),1. Under 90 min
Science Fiction,2025,ko,Kim Byung-woo,1. Micro (<$1M),2. 90-120 min
Thriller,2023,en,Nadine Crocker,1. Micro (<$1M),2. 90-120 min
Drama,2026,hi,Baba Azmi,1. Micro (<$1M),2. 90-120 min
Thriller,2006,en,Ron Howard,4. High ($75-150M),3. 120-150 min
Thriller,2006,en,James McTeigue,3. Mid ($15-75M),3. 120-150 min
Romance,1999,en,Paul Weitz,2. Low ($1-15M),2. 90-120 min
Drama,2001,en,Wes Anderson,3. Mid ($15-75M),2. 90-120 min
Horror,2005,en,Carl Bessai,1. Micro (<$1M),2. 90-120 min
Animation,1942,en,William Hanna,1. Micro (<$1M),1. Under 90 min
Mystery,2025,en,John Stalberg Jr.,1. Micro (<$1M),2. 90-120 min
Drama,2003,en,Breck Eisner,1. Micro (<$1M),1. Under 90 min
Drama,2009,en,John Harrison,1. Micro (<$1M),2. 90-120 min
Horror,2012,en,John Gulager,2. Low ($1-15M),1. Under 90 min
Action,1992,en,Lee Drysdale,1. Micro (<$1M),2. 90-120 min
Drama,2016,en,Peter Berg,4. High ($75-150M),2. 90-120 min
Drama,2015,ko,No Zin-soo,1. Micro (<$1M),2. 90-120 min
Thriller,2023,en,Daniel Kaluuya,1. Micro (<$1M),2. 90-120 min
Drama,2025,es,Chloé Wallace,1. Micro (<$1M),2. 90-120 min
Drama,2025,en,Richard Ladkani,1. Micro (<$1M),2. 90-120 min
Science Fiction,2013,en,Zack Snyder,5. Blockbuster ($150M+),3. 120-150 min
Crime,1965,it,Ernesto Gastaldi,1. Micro (<$1M),2. 90-120 min
Drama,2004,te,S. S. Rajamouli,1. Micro (<$1M),4. 150-180 min
Action,2014,en,Jaume Collet-Serra,3. Mid ($15-75M),2. 90-120 min
Drama,2017,en,Joseph Kosinski,3. Mid ($15-75M),3. 120-150 min
Drama,2022,en,Antoine Fuqua,1. Micro (<$1M),3. 120-150 min
Thriller,2021,en,Luc Walpoth,1. Micro (<$1M),2. 90-120 min
Horror,2022,en,Dean Puckett,1. Micro (<$1M),1. Under 90 min
Horror,2025,en,Alex Scharfman,3. Mid ($15-75M),2. 90-120 min
Romance,2025,da,Mathias Broe,1. Micro (<$1M),2. 90-120 min
Science Fiction,1996,en,Tim Burton,3. Mid ($15-75M),2. 90-120 min
Family,2000,en,Sharon von Wietersheim,1. Micro (<$1M),1. Under 90 min
History,2015,en,F. Gary Gray,3. Mid ($15-75M),3. 120-150 min
Drama,2018,en,Sebastián Silva,1. Micro (<$1M),1. Under 90 min
Music,2019,en,Chris Robinson,1. Micro (<$1M),2. 90-120 min
Thriller,2020,en,April Mullen,1. Micro (<$1M),2. 90-120 min
Horror,2024,en,Michael Sarnoski,3. Mid ($15-75M),2. 90-120 min
Romance,1989,en,Zalman King,2. Low ($1-15M),2. 90-120 min
Thriller,2007,en,Joel Coen,3. Mid ($15-75M),3. 120-150 min
Science Fiction,1990,en,Thierry Notz,1. Micro (<$1M),2. 90-120 min
Horror,2014,ja,Mac P. Forever,1. Micro (<$1M),1. Under 90 min
Romance,2014,en,Allan Dwan,1. Micro (<$1M),1. Under 90 min
Horror,2020,ko,Cho Il,2. Low ($1-15M),2. 90-120 min
Drama,1980,en,Bill Craske,1. Micro (<$1M),1. Under 90 min
Mystery,1992,en,Paul Verhoeven,3. Mid ($15-75M),3. 120-150 min
Thriller,2003,en,Ridley Scott,3. Mid ($15-75M),2. 90-120 min
Comedy,2001,en,Luke Greenfield,3. Mid ($15-75M),1. Under 90 min
Drama,1954,en,Richard Quine,1. Micro (<$1M),1. Under 90 min
Horror,1978,en,William Girdler,1. Micro (<$1M),2. 90-120 min
Comedy,1949,en,Jack Hannah,1. Micro (<$1M),1. Under 90 min
Thriller,2019,hi,Suman Mukhopadhyay,1. Micro (<$1M),4. 150-180 min
Comedy,2025,en,Jay Roach,3. Mid ($15-75M),2. 90-120 min
Crime,2008,en,Christopher Nolan,5. Blockbuster ($150M+),4. 150-180 min
TV Movie,2011,en,Gil Junger,1. Micro (<$1M),1. Under 90 min
Comedy,1965,en,Friz Freleng,2. Low ($1-15M),1. Under 90 min
Fantasy,2019,en,Marc Lawrence,1. Micro (<$1M),2. 90-120 min
Drama,2025,en,Michael Angarano,1. Micro (<$1M),1. Under 90 min
Fantasy,2025,en,Aziz Ansari,3. Mid ($15-75M),2. 90-120 min
Mystery,2025,en,Robert Livings,1. Micro (<$1M),1. Under 90 min
Fantasy,1999,en,Kevin Smith,2. Low ($1-15M),3. 120-150 min
Romance,1968,cs,Jiří Menzel,1. Micro (<$1M),1. Under 90 min
Drama,2015,en,Maja Fernqvist,1. Micro (<$1M),1. Under 90 min
Thriller,2022,da,Christian Tafdrup,2. Low ($1-15M),2. 90-120 min
Thriller,2025,en,Mel Gibson,3. Mid ($15-75M),2. 90-120 min
Fantasy,1991,en,Steven Spielberg,3. Mid ($15-75M),3. 120-150 min
Drama,1992,en,Spike Lee,3. Mid ($15-75M),5. 180+ min
Action,1999,en,Michael Apted,4. High ($75-150M),3. 120-150 min
Action,1996,en,Herb Freed,1. Micro (<$1M),2. 90-120 min
Adventure,2022,en,Sam Raimi,5. Blockbuster ($150M+),3. 120-150 min
Horror,2020,en,McG,1. Micro (<$1M),2. 90-120 min
Thriller,2011,it,Federico Rizzo,1. Micro (<$1M),2. 90-120 min
Mystery,1977,en,Jeff Lieberman,1. Micro (<$1M),2. 90-120 min
Adventure,2011,en,Steven Spielberg,3. Mid ($15-75M),3. 120-150 min
TV Movie,1984,en,Sandor Stern,1. Micro (<$1M),2. 90-120 min
Thriller,2015,en,Daryl Wein,1. Micro (<$1M),2. 90-120 min
Crime,2017,en,Martin Campbell,3. Mid ($15-75M),2. 90-120 min
Romance,2020,en,Takashi Doscher,1. Micro (<$1M),2. 90-120 min
Western,2021,en,Nicholas Barton,2. Low ($1-15M),2. 90-120 min
Thriller,2026,en,Burke Doeren,2. Low ($1-15M),2. 90-120 min
Action,2007,en,Gary Jones,1. Micro (<$1M),1. Under 90 min
Crime,1996,cn,Herman Yau,1. Micro (<$1M),2. 90-120 min
Romance,2016,hi,Abhishek Kapoor,1. Micro (<$1M),3. 120-150 min
Comedy,2018,en,Ol Parker,4. High ($75-150M),2. 90-120 min
Drama,2023,tr,Özcan Alper,1. Micro (<$1M),2. 90-120 min
Documentary,2022,tl,Mike de Leon,1. Micro (<$1M),1. Under 90 min
Action,2002,en,Chuck Russell,3. Mid ($15-75M),2. 90-120 min
Science Fiction,2003,en,Jon Amiel,3. Mid ($15-75M),3. 120-150 min
Thriller,1999,en,Christopher Nolan,1. Micro (<$1M),1. Under 90 min
Action,1988,en,Newt Arnold,2. Low ($1-15M),2. 90-120 min
Adventure,2010,en,Chris Columbus,4. High ($75-150M),2. 90-120 min
Action,1994,en,James Cameron,4. High ($75-150M),3. 120-150 min
Action,1984,en,Ed Palmos,1. Micro (<$1M),1. Under 90 min
Thriller,2012,it,Federico Zampaglione,1. Micro (<$1M),1. Under 90 min
Action,2015,en,Matthew Vaughn,4. High ($75-150M),3. 120-150 min
Science Fiction,2021,en,Jon Watts,5. Blockbuster ($150M+),3. 120-150 min
Crime,2024,fr,Gilles Lellouche,3. Mid ($15-75M),4. 150-180 min
Drama,1936,en,Charlie Chaplin,2. Low ($1-15M),1. Under 90 min
Drama,2005,en,Joe Wright,3. Mid ($15-75M),3. 120-150 min
Drama,2008,en,Christopher Denham,1. Micro (<$1M),1. Under 90 min
Drama,2001,en,Jon Avnet,1. Micro (<$1M),4. 150-180 min
Drama,2010,en,Julian Schnabel,1. Micro (<$1M),2. 90-120 min
Horror,1971,en,Stephen Weeks,1. Micro (<$1M),1. Under 90 min
Crime,2011,en,Nicolas Winding Refn,3. Mid ($15-75M),2. 90-120 min
Comedy,2012,en,Barry Sonnenfeld,5. Blockbuster ($150M+),2. 90-120 min
Comedy,1982,en,Chris Bearde,2. Low ($1-15M),2. 90-120 min
Action,2014,en,Tiankuo Gong,1. Micro (<$1M),1. Under 90 min
Crime,2025,en,Gavin O'Connor,4. High ($75-150M),3. 120-150 min
Drama,2024,en,Jesse Eisenberg,2. Low ($1-15M),2. 90-120 min
Adventure,2006,en,Mike Judge,3. Mid ($15-75M),1. Under 90 min
Horror,1989,en,Stephen Hopkins,2. Low ($1-15M),1. Under 90 min
Drama,2007,de,Jochen Alexander Freydank,1. Micro (<$1M),1. Under 90 min
Drama,1978,en,Greydon Clark,1. Micro (<$1M),2. 90-120 min
Comedy,2014,en,Shawn Levy,4. High ($75-150M),2. 90-120 min
Drama,1996,fr,Manoel de Oliveira,1. Micro (<$1M),2. 90-120 min
Romance,2025,en,Jessica Swale,1. Micro (<$1M),2. 90-120 min
Music,2025,fr,So-Me,1. Micro (<$1M),2. 90-120 min
Comedy,2009,en,Marc Webb,2. Low ($1-15M),2. 90-120 min
Drama,2003,en,Todd Komarnicki,1. Micro (<$1M),2. 90-120 min
Drama,1979,nl,George Sluizer,1. Micro (<$1M),2. 90-120 min
Action,2016,en,Jennifer Yuh Nelson,4. High ($75-150M),2. 90-120 min
Adventure,2018,en,Jonathan Baker,3. Mid ($15-75M),2. 90-120 min
Comedy,2017,en,Ross Aitken,1. Micro (<$1M),1. Under 90 min
Science Fiction,1982,en,Steven Lisberger,3. Mid ($15-75M),2. 90-120 min
Thriller,2009,en,Richard Kelly,3. Mid ($15-75M),2. 90-120 min
Action,2011,en,Elliott Lester,3. Mid ($15-75M),2. 90-120 min
Family,1996,en,Romy Suzara,1. Micro (<$1M),2. 90-120 min
Romance,2023,en,Thomas Vincent,1. Micro (<$1M),2. 90-120 min
Thriller,2026,en,Michael Showalter,1. Micro (<$1M),1. Under 90 min
Drama,1997,en,Glenn Gordon Caron,3. Mid ($15-75M),2. 90-120 min
History,1992,en,Danny DeVito,3. Mid ($15-75M),3. 120-150 min
Animation,1994,en,Alan Zaslove,2. Low ($1-15M),1. Under 90 min
Action,1969,en,Tom Gries,1. Micro (<$1M),2. 90-120 min
Mystery,2011,es,Andrés Baiz,1. Micro (<$1M),2. 90-120 min
Thriller,1999,en,Jean-Marc Vallée,1. Micro (<$1M),1. Under 90 min
Thriller,2014,en,Chad Stahelski,3. Mid ($15-75M),2. 90-120 min
Comedy,2019,en,Lulu Wang,1. Micro (<$1M),2. 90-120 min
Thriller,2020,en,Rajeev Dassani,1. Micro (<$1M),2. 90-120 min
Thriller,"",de,P.A. Steiner,1. Micro (<$1M),3. 120-150 min
Action,1927,en,Jeff Fowler,1. Micro (<$1M),1. Under 90 min
Animation,2018,en,Bob Persichetti,4. High ($75-150M),2. 90-120 min
Comedy,2025,en,Alex Ross Perry,1. Micro (<$1M),3. 120-150 min
Drama,2025,ko,Kim Hye-young,1. Micro (<$1M),2. 90-120 min
Fantasy,1975,en,Terry Jones,1. Micro (<$1M),2. 90-120 min
Romance,2005,en,Nisha Ganatra,1. Micro (<$1M),2. 90-120 min
Drama,2000,ja,Toshiyuki Mizutani,1. Micro (<$1M),2. 90-120 min
Animation,1983,en,Alexander Stitt,1. Micro (<$1M),1. Under 90 min
Drama,1996,cs,David Ondříček,1. Micro (<$1M),1. Under 90 min
Drama,2022,de,Karoline Herfurth,1. Micro (<$1M),3. 120-150 min
Comedy,2024,en,Greg Berlanti,4. High ($75-150M),3. 120-150 min
Action,2025,ml,Dhananjay Shankar,1. Micro (<$1M),4. 150-180 min
Comedy,2025,th,Poj Arnon,1. Micro (<$1M),2. 90-120 min
TV Movie,2010,en,Christian Duguay,1. Micro (<$1M),1. Under 90 min
Romance,2002,en,Tom Tykwer,2. Low ($1-15M),2. 90-120 min
Drama,2011,pl,Radek Wegrzyn,1. Micro (<$1M),2. 90-120 min
